category,cost ,material,materialpreference,shelflifemonths,size,sustainabilityscore,volumeinlitres
Food Packaging,2.03,Glass,Recyclable,2,Small,0.95,0.5
Food Packaging,201.6,Biodegradable Plastic,Biodegradable,48,Medium,0.85,20
Food Packaging,10.22,Paper,Recyclable,2,Large,0.7,0.5
Food Packaging,51.3,Recycled Cardboard,Recyclable,5,Medium,0.85,5
Food Packaging,399.33,Glass,Recyclable,50,Large,0.7,20
Food Packaging,18.51,Glass,Recyclable,4,Large,0.9,1
Food Packaging,101.79,Paper,Recyclable,24,Large,0.95,5
Food Packaging,200.78,Recycled Cardboard,Recyclable,30,Large,0.85,10
Food Packaging,4.71,Paper,Recyclable,4,Small,0.85,1
Food Packaging,99.93,Biodegradable Plastic,Biodegradable,12,Medium,0.9,10
Food Packaging,1.13,Recycled Cardboard,Recyclable,2,Small,1,0.5
Food Packaging,99.76,Biodegradable Foam,Biodegradable,20,Medium,0.9,10
Food Packaging,49.11,Aluminum,Recyclable,21,Medium,1,5
Food Packaging,23.62,Biodegradable Foam,Biodegradable,8,Small,1,5
Food Packaging,9.1,Biodegradable Foam,Biodegradable,1,Large,0.8,0.5
Food Packaging,1.52,Recycled Cardboard,Recyclable,1,Small,0.9,0.5
Food Packaging,40.76,Biodegradable Foam,Biodegradable,4,Large,0.85,2
Food Packaging,11.55,Recycled Cardboard,Recyclable,10,Small,0.95,2
Food Packaging,101.01,Biodegradable Foam,Biodegradable,18,Large,0.8,5
Food Packaging,19.25,Recycled Cardboard,Recyclable,2,Large,0.8,1
Food Packaging,21.58,Recycled Cardboard,Recyclable,5,Large,0.7,1
Food Packaging,23.82,Recycled Cardboard,Recyclable,10,Small,0.9,5
Food Packaging,100.7,Biodegradable Foam,Biodegradable,23,Medium,1,10
Food Packaging,3.73,Paper,Recyclable,1,Medium,0.9,0.5
Food Packaging,8.3,Biodegradable Foam,Biodegradable,3,Small,0.7,2
Food Packaging,48.57,Aluminum,Recyclable,10,Medium,1,5
Food Packaging,4.85,Recycled Cardboard,Recyclable,2,Medium,0.9,0.5
Food Packaging,51.3,Recycled Cardboard,Recyclable,10,Medium,0.95,5
Food Packaging,3.5,Recycled Cardboard,Recyclable,2,Small,1,0.5
Food Packaging,50.12,Aluminum,Recyclable,31,Small,0.8,10
Food Packaging,26.17,Glass,Recyclable,5,Small,0.7,5
Food Packaging,99.74,Paper,Recyclable,8,Large,1,5
Food Packaging,21.93,Aluminum,Recyclable,1,Large,0.85,1
Food Packaging,400.64,Biodegradable Foam,Biodegradable,95,Large,0.95,20
Food Packaging,198.06,Paper,Recyclable,77,Medium,0.7,20
Food Packaging,398.78,Glass,Recyclable,63,Large,0.9,20
Food Packaging,24.01,Paper,Recyclable,24,Small,1,5
Food Packaging,49.14,Recycled Cardboard,Recyclable,9,Medium,0.85,5
Food Packaging,201.72,Biodegradable Foam,Biodegradable,83,Medium,0.7,20
Food Packaging,8.36,Paper,Recyclable,5,Medium,0.8,1
Food Packaging,199.73,Paper,Recyclable,24,Medium,0.8,20
Food Packaging,6.67,Biodegradable Plastic,Biodegradable,1,Medium,0.85,0.5
Food Packaging,100.3,Glass,Recyclable,22,Small,1,20
Food Packaging,98.05,Biodegradable Plastic,Biodegradable,76,Small,0.8,20
Food Packaging,198.69,Biodegradable Foam,Biodegradable,23,Medium,0.8,20
Food Packaging,39.62,Glass,Recyclable,3,Large,0.85,2
Food Packaging,26.58,Recycled Cardboard,Recyclable,5,Small,0.8,5
Food Packaging,8.69,Aluminum,Recyclable,3,Medium,1,1
Food Packaging,201.94,Glass,Recyclable,44,Medium,0.9,20
Food Packaging,23.09,Recycled Cardboard,Recyclable,14,Small,0.8,5
Food Packaging,11.8,Biodegradable Foam,Biodegradable,6,Small,0.8,2
Food Packaging,99.71,Biodegradable Plastic,Biodegradable,69,Small,0.9,20
Food Packaging,100.06,Biodegradable Plastic,Biodegradable,31,Small,0.9,20
Food Packaging,199.54,Aluminum,Recyclable,28,Large,0.7,10
Food Packaging,51.81,Recycled Cardboard,Recyclable,24,Medium,0.85,5
Food Packaging,99.68,Biodegradable Foam,Biodegradable,25,Large,0.8,5
Food Packaging,4.91,Glass,Recyclable,2,Medium,0.8,0.5
Food Packaging,50.11,Biodegradable Plastic,Biodegradable,16,Medium,1,5
Food Packaging,201.85,Paper,Recyclable,36,Large,0.7,10
Food Packaging,51.92,Glass,Recyclable,34,Small,0.95,10
Food Packaging,98.76,Glass,Recyclable,21,Medium,0.95,10
Food Packaging,100.82,Paper,Recyclable,7,Large,0.9,5
Food Packaging,400.2,Paper,Recyclable,26,Large,0.95,20
Food Packaging,19.44,Recycled Cardboard,Recyclable,8,Medium,0.95,2
Food Packaging,200.66,Paper,Recyclable,39,Medium,0.95,20
Food Packaging,21.62,Aluminum,Recyclable,3,Large,0.95,1
Food Packaging,398.08,Biodegradable Plastic,Biodegradable,57,Large,1,20
Food Packaging,4.11,Paper,Recyclable,5,Small,0.7,1
Food Packaging,9.95,Recycled Cardboard,Recyclable,6,Small,0.7,2
Food Packaging,3.29,Biodegradable Plastic,Biodegradable,2,Small,0.95,0.5
Food Packaging,99.7,Biodegradable Plastic,Biodegradable,12,Medium,0.7,10
Food Packaging,5.64,Glass,Recyclable,2,Medium,0.9,0.5
Food Packaging,100.21,Glass,Recyclable,11,Large,0.7,5
Food Packaging,9.88,Recycled Cardboard,Recyclable,3,Medium,0.9,1
Food Packaging,5.59,Biodegradable Foam,Biodegradable,1,Medium,0.85,0.5
Food Packaging,8.59,Aluminum,Recyclable,9,Small,1,2
Food Packaging,8.91,Recycled Cardboard,Recyclable,1,Medium,0.9,1
Food Packaging,99.49,Aluminum,Recyclable,21,Large,1,5
Food Packaging,198.2,Aluminum,Recyclable,23,Large,0.8,10
Food Packaging,9.59,Glass,Recyclable,4,Small,0.95,2
Food Packaging,9.78,Recycled Cardboard,Recyclable,1,Large,0.85,0.5
Food Packaging,101.43,Biodegradable Plastic,Biodegradable,46,Small,0.8,20
Food Packaging,24.31,Aluminum,Recyclable,6,Small,0.8,5
Food Packaging,101.04,Biodegradable Plastic,Biodegradable,61,Small,0.95,20
Food Packaging,21.34,Recycled Cardboard,Recyclable,2,Large,0.8,1
Food Packaging,101.97,Glass,Recyclable,50,Medium,0.95,10
Food Packaging,4.28,Recycled Cardboard,Recyclable,2,Medium,0.9,0.5
Food Packaging,20.62,Aluminum,Recyclable,6,Medium,0.85,2
Food Packaging,6.58,Glass,Recyclable,1,Medium,0.7,0.5
Food Packaging,5.95,Biodegradable Foam,Biodegradable,4,Small,0.7,1
Food Packaging,25.55,Aluminum,Recyclable,9,Small,0.85,5
Food Packaging,9.41,Recycled Cardboard,Recyclable,1,Medium,0.85,1
Food Packaging,398.05,Biodegradable Foam,Biodegradable,67,Large,0.7,20
Food Packaging,50.96,Paper,Recyclable,49,Small,0.95,10
Food Packaging,18.53,Biodegradable Foam,Biodegradable,2,Large,0.8,1
Food Packaging,38.65,Biodegradable Plastic,Biodegradable,5,Large,0.85,2
Food Packaging,200.25,Paper,Recyclable,41,Medium,0.9,20
Food Packaging,26.31,Paper,Recyclable,13,Small,0.9,5
Food Packaging,9.07,Biodegradable Plastic,Biodegradable,5,Small,0.85,2
Food Packaging,1.33,Biodegradable Plastic,Biodegradable,1,Small,0.95,0.5
Food Packaging,4.29,Recycled Cardboard,Recyclable,3,Small,0.85,1
Food Packaging,3.51,Aluminum,Recyclable,1,Small,0.9,0.5
Food Packaging,1.31,Paper,Recyclable,2,Small,1,0.5
Food Packaging,10.13,Biodegradable Plastic,Biodegradable,4,Medium,1,1
Food Packaging,100.19,Glass,Recyclable,59,Small,0.95,20
Food Packaging,5.58,Glass,Recyclable,2,Medium,0.9,0.5
Food Packaging,3.32,Recycled Cardboard,Recyclable,2,Small,0.9,0.5
Food Packaging,20.38,Glass,Recyclable,3,Large,0.9,1
Food Packaging,100.76,Glass,Recyclable,75,Small,0.7,20
Food Packaging,21.19,Biodegradable Foam,Biodegradable,5,Large,0.85,1
Food Packaging,23.15,Glass,Recyclable,8,Small,0.9,5
Food Packaging,198.93,Paper,Recyclable,57,Medium,0.95,20
Food Packaging,4.06,Biodegradable Plastic,Biodegradable,2,Small,1,0.5
Food Packaging,1.14,Recycled Cardboard,Recyclable,2,Small,0.9,0.5
Food Packaging,6.27,Aluminum,Recyclable,1,Small,0.9,1
Food Packaging,99.94,Aluminum,Recyclable,50,Medium,0.85,10
Food Packaging,98.22,Biodegradable Plastic,Biodegradable,9,Large,0.85,5
Cosmetics Packaging,38.33,Glass,Recyclable,9,Large,0.9,2
Cosmetics Packaging,50.1,Paper,Recyclable,6,Medium,0.95,5
Cosmetics Packaging,50.42,Paper,Recyclable,10,Medium,0.8,5
Cosmetics Packaging,5.2,Biodegradable Plastic,Biodegradable,4,Small,0.95,1
Cosmetics Packaging,0.68,Aluminum,Recyclable,2,Small,0.85,0.5
Cosmetics Packaging,9.78,Glass,Recyclable,1,Large,0.95,0.5
Cosmetics Packaging,9.31,Biodegradable Foam,Biodegradable,2,Large,0.85,0.5
Cosmetics Packaging,100.58,Paper,Recyclable,17,Large,0.7,5
Cosmetics Packaging,400.2,Aluminum,Recyclable,55,Large,1,20
Cosmetics Packaging,50.88,Glass,Recyclable,6,Medium,0.85,5
Cosmetics Packaging,98.28,Aluminum,Recyclable,13,Medium,0.95,10
Cosmetics Packaging,99.08,Recycled Cardboard,Recyclable,20,Medium,0.8,10
Cosmetics Packaging,49.31,Biodegradable Foam,Biodegradable,34,Small,0.9,10
Cosmetics Packaging,48.64,Biodegradable Plastic,Biodegradable,45,Small,1,10
Cosmetics Packaging,6.96,Aluminum,Recyclable,2,Small,0.7,1
Cosmetics Packaging,8.23,Biodegradable Plastic,Biodegradable,9,Small,0.8,2
Cosmetics Packaging,18.46,Biodegradable Plastic,Biodegradable,4,Medium,0.85,2
Cosmetics Packaging,400.38,Recycled Cardboard,Recyclable,52,Large,0.95,20
Cosmetics Packaging,400.12,Recycled Cardboard,Recyclable,42,Large,0.8,20
Cosmetics Packaging,51.77,Aluminum,Recyclable,14,Medium,0.8,5
Cosmetics Packaging,400.7,Glass,Recyclable,72,Large,0.8,20
Cosmetics Packaging,4.5,Recycled Cardboard,Recyclable,1,Medium,1,0.5
Cosmetics Packaging,18.08,Glass,Recyclable,7,Medium,0.85,2
Cosmetics Packaging,5.01,Recycled Cardboard,Recyclable,4,Small,0.85,1
Cosmetics Packaging,98.57,Biodegradable Plastic,Biodegradable,10,Large,0.8,5
Cosmetics Packaging,100.42,Biodegradable Foam,Biodegradable,22,Medium,0.7,10
Cosmetics Packaging,51.24,Biodegradable Foam,Biodegradable,38,Small,0.9,10
Cosmetics Packaging,0.75,Aluminum,Recyclable,2,Small,0.7,0.5
Cosmetics Packaging,10.17,Biodegradable Foam,Biodegradable,1,Medium,0.8,1
Cosmetics Packaging,98.06,Glass,Recyclable,24,Large,0.85,5
Cosmetics Packaging,10.11,Recycled Cardboard,Recyclable,3,Small,0.9,2
Cosmetics Packaging,198.72,Biodegradable Foam,Biodegradable,21,Large,0.8,10
Cosmetics Packaging,399.67,Recycled Cardboard,Recyclable,96,Large,0.7,20
Cosmetics Packaging,4.2,Recycled Cardboard,Recyclable,1,Small,0.8,0.5
Cosmetics Packaging,11.79,Biodegradable Plastic,Biodegradable,1,Large,0.95,0.5
Cosmetics Packaging,200.73,Aluminum,Recyclable,35,Medium,0.85,20
Cosmetics Packaging,101.99,Biodegradable Plastic,Biodegradable,28,Medium,1,10
Cosmetics Packaging,4.5,Biodegradable Foam,Biodegradable,2,Small,0.9,1
Cosmetics Packaging,1.71,Biodegradable Foam,Biodegradable,1,Small,0.8,0.5
Cosmetics Packaging,51.82,Biodegradable Plastic,Biodegradable,15,Medium,0.95,5
Cosmetics Packaging,50.76,Biodegradable Plastic,Biodegradable,7,Medium,0.8,5
Cosmetics Packaging,101.8,Biodegradable Foam,Biodegradable,10,Large,0.7,5
Cosmetics Packaging,6.17,Paper,Recyclable,3,Small,0.8,1
Cosmetics Packaging,38.97,Biodegradable Foam,Biodegradable,3,Large,1,2
Cosmetics Packaging,8.85,Biodegradable Plastic,Biodegradable,2,Medium,0.95,1
Cosmetics Packaging,19.15,Aluminum,Recyclable,6,Medium,1,2
Cosmetics Packaging,100.73,Aluminum,Recyclable,22,Small,0.7,20
Cosmetics Packaging,99.72,Biodegradable Foam,Biodegradable,52,Small,0.8,20
Cosmetics Packaging,11.04,Paper,Recyclable,1,Large,0.95,0.5
Cosmetics Packaging,201.53,Recycled Cardboard,Recyclable,33,Medium,1,20
Cosmetics Packaging,5.31,Recycled Cardboard,Recyclable,1,Medium,0.95,0.5
Cosmetics Packaging,9.63,Recycled Cardboard,Recyclable,1,Large,0.85,0.5
Cosmetics Packaging,5.02,Recycled Cardboard,Recyclable,2,Small,0.95,1
Cosmetics Packaging,8.57,Biodegradable Plastic,Biodegradable,2,Large,0.9,0.5
Cosmetics Packaging,198.16,Recycled Cardboard,Recyclable,16,Large,0.7,10
Cosmetics Packaging,398.23,Paper,Recyclable,83,Large,0.8,20
Cosmetics Packaging,21.51,Biodegradable Foam,Biodegradable,4,Large,0.7,1
Cosmetics Packaging,23.6,Paper,Recyclable,10,Small,0.8,5
Cosmetics Packaging,6.45,Aluminum,Recyclable,1,Medium,0.8,0.5
Cosmetics Packaging,101.59,Glass,Recyclable,8,Large,0.8,5
Cosmetics Packaging,98.2,Paper,Recyclable,5,Large,0.85,5
Cosmetics Packaging,48.87,Biodegradable Plastic,Biodegradable,6,Medium,1,5
Cosmetics Packaging,98.8,Paper,Recyclable,36,Medium,0.7,10
Cosmetics Packaging,48,Recycled Cardboard,Recyclable,46,Small,0.7,10
Cosmetics Packaging,11.22,Paper,Recyclable,5,Medium,0.95,1
Cosmetics Packaging,1.57,Paper,Recyclable,2,Small,0.9,0.5
Cosmetics Packaging,41.92,Biodegradable Plastic,Biodegradable,6,Large,1,2
Cosmetics Packaging,50,Biodegradable Plastic,Biodegradable,12,Medium,0.85,5
Cosmetics Packaging,19.42,Glass,Recyclable,3,Large,0.8,1
Cosmetics Packaging,6.96,Aluminum,Recyclable,2,Small,0.85,1
Cosmetics Packaging,10.27,Biodegradable Foam,Biodegradable,4,Medium,0.8,1
Cosmetics Packaging,100.32,Aluminum,Recyclable,27,Medium,0.95,10
Cosmetics Packaging,399.15,Paper,Recyclable,27,Large,0.85,20
Cosmetics Packaging,6.45,Aluminum,Recyclable,2,Medium,1,0.5
Cosmetics Packaging,3.75,Aluminum,Recyclable,4,Small,0.9,1
Cosmetics Packaging,18.26,Biodegradable Foam,Biodegradable,4,Large,0.9,1
Cosmetics Packaging,49.43,Recycled Cardboard,Recyclable,23,Medium,0.95,5
Cosmetics Packaging,398.29,Biodegradable Foam,Biodegradable,70,Large,1,20
Cosmetics Packaging,9.22,Biodegradable Foam,Biodegradable,3,Small,0.7,2
Cosmetics Packaging,48.1,Paper,Recyclable,29,Small,0.7,10
Cosmetics Packaging,101.78,Biodegradable Foam,Biodegradable,33,Medium,1,10
Cosmetics Packaging,11.08,Paper,Recyclable,1,Large,0.7,0.5
Cosmetics Packaging,99.45,Biodegradable Foam,Biodegradable,72,Small,0.85,20
Cosmetics Packaging,99.73,Biodegradable Plastic,Biodegradable,10,Medium,0.95,10
Cosmetics Packaging,101.38,Glass,Recyclable,48,Small,0.9,20
Cosmetics Packaging,198.32,Recycled Cardboard,Recyclable,54,Medium,1,20
Cosmetics Packaging,3.8,Recycled Cardboard,Recyclable,3,Small,0.95,1
Cosmetics Packaging,11.96,Aluminum,Recyclable,3,Medium,0.8,1
Cosmetics Packaging,400.77,Aluminum,Recyclable,84,Large,0.7,20
Cosmetics Packaging,18.02,Biodegradable Foam,Biodegradable,4,Large,1,1
Cosmetics Packaging,101.26,Biodegradable Foam,Biodegradable,61,Small,1,20
Cosmetics Packaging,8.08,Recycled Cardboard,Recyclable,2,Large,0.7,0.5
Cosmetics Packaging,5.74,Aluminum,Recyclable,4,Small,0.85,1
Cosmetics Packaging,98.42,Biodegradable Plastic,Biodegradable,23,Large,0.85,5
Cosmetics Packaging,4.18,Aluminum,Recyclable,2,Small,0.9,0.5
Cosmetics Packaging,48.69,Paper,Recyclable,38,Small,0.8,10
Cosmetics Packaging,99.59,Biodegradable Plastic,Biodegradable,13,Large,0.95,5
Cosmetics Packaging,399.35,Biodegradable Plastic,Biodegradable,91,Large,1,20
Cosmetics Packaging,401.51,Biodegradable Foam,Biodegradable,25,Large,0.8,20
Cosmetics Packaging,101.63,Aluminum,Recyclable,18,Medium,1,10
Cosmetics Packaging,49.8,Paper,Recyclable,14,Small,0.9,10
Cosmetics Packaging,198.08,Aluminum,Recyclable,68,Medium,0.95,20
Cosmetics Packaging,11.78,Glass,Recyclable,2,Large,0.8,0.5
Cosmetics Packaging,9.43,Recycled Cardboard,Recyclable,2,Large,0.8,0.5
Cosmetics Packaging,51.84,Aluminum,Recyclable,45,Small,0.7,10
Cosmetics Packaging,8.76,Aluminum,Recyclable,2,Large,1,0.5
Cosmetics Packaging,200.9,Biodegradable Foam,Biodegradable,53,Medium,0.95,20
Cosmetics Packaging,4.96,Biodegradable Plastic,Biodegradable,2,Small,1,1
Cosmetics Packaging,101.06,Biodegradable Plastic,Biodegradable,13,Medium,1,10
Cosmetics Packaging,6.28,Biodegradable Plastic,Biodegradable,2,Small,0.95,1
Cosmetics Packaging,21.84,Biodegradable Plastic,Biodegradable,5,Medium,0.7,2
Cosmetics Packaging,3.43,Aluminum,Recyclable,1,Small,0.95,1
Cosmetics Packaging,48.92,Paper,Recyclable,22,Medium,0.95,5
Cosmetics Packaging,11.71,Biodegradable Foam,Biodegradable,9,Small,0.85,2
Cosmetics Packaging,98.22,Biodegradable Plastic,Biodegradable,28,Medium,0.95,10
Cosmetics Packaging,1.84,Biodegradable Foam,Biodegradable,1,Small,0.7,0.5
Cosmetics Packaging,48.68,Recycled Cardboard,Recyclable,49,Small,0.85,10
Cosmetics Packaging,9.41,Biodegradable Plastic,Biodegradable,2,Medium,1,1
Cosmetics Packaging,98.86,Biodegradable Plastic,Biodegradable,36,Medium,0.85,10
Cosmetics Packaging,200.84,Recycled Cardboard,Recyclable,92,Medium,0.95,20
Cosmetics Packaging,4.14,Biodegradable Foam,Biodegradable,1,Small,0.85,1
Cosmetics Packaging,11.91,Recycled Cardboard,Recyclable,8,Small,0.95,2
Cosmetics Packaging,101.74,Recycled Cardboard,Recyclable,36,Small,0.85,20
Cosmetics Packaging,99.59,Recycled Cardboard,Recyclable,86,Small,0.8,20
Cosmetics Packaging,11.5,Aluminum,Recyclable,2,Large,1,0.5
Cosmetics Packaging,26.57,Biodegradable Foam,Biodegradable,24,Small,1,5
Cosmetics Packaging,100.04,Recycled Cardboard,Recyclable,44,Medium,0.7,10
Cosmetics Packaging,9.7,Paper,Recyclable,1,Large,1,0.5
Cosmetics Packaging,49.79,Biodegradable Foam,Biodegradable,21,Medium,1,5
Cosmetics Packaging,11.21,Recycled Cardboard,Recyclable,1,Large,1,0.5
Cosmetics Packaging,6.45,Paper,Recyclable,1,Medium,0.9,0.5
Cosmetics Packaging,200.14,Biodegradable Plastic,Biodegradable,38,Large,0.8,10
Cosmetics Packaging,9.95,Biodegradable Plastic,Biodegradable,2,Medium,1,1
Cosmetics Packaging,100.24,Biodegradable Foam,Biodegradable,37,Small,0.8,20
Cosmetics Packaging,21.93,Aluminum,Recyclable,4,Medium,0.85,2
Cosmetics Packaging,198.83,Biodegradable Plastic,Biodegradable,46,Medium,0.85,20
Cosmetics Packaging,399.93,Aluminum,Recyclable,99,Large,0.9,20
Cosmetics Packaging,198.59,Aluminum,Recyclable,20,Large,1,10
Cosmetics Packaging,9.56,Biodegradable Plastic,Biodegradable,1,Large,0.85,0.5
Cosmetics Packaging,8.23,Aluminum,Recyclable,3,Small,0.7,2
Cosmetics Packaging,198.2,Glass,Recyclable,14,Large,0.8,10
Cosmetics Packaging,5.08,Biodegradable Foam,Biodegradable,1,Small,1,1
Cosmetics Packaging,18.48,Glass,Recyclable,4,Large,0.85,1
Cosmetics Packaging,399.23,Paper,Recyclable,24,Large,0.8,20
Cosmetics Packaging,21.98,Biodegradable Foam,Biodegradable,2,Large,0.7,1
Cosmetics Packaging,10.31,Glass,Recyclable,1,Large,0.7,0.5
Cosmetics Packaging,3.65,Recycled Cardboard,Recyclable,2,Small,1,0.5
Cosmetics Packaging,99.24,Aluminum,Recyclable,99,Small,0.7,20
Cosmetics Packaging,24.17,Aluminum,Recyclable,20,Small,0.9,5
Cosmetics Packaging,100.01,Glass,Recyclable,59,Small,0.95,20
Cosmetics Packaging,101.55,Paper,Recyclable,35,Small,0.8,20
Cosmetics Packaging,48.41,Aluminum,Recyclable,41,Small,0.9,10
Cosmetics Packaging,6.87,Recycled Cardboard,Recyclable,2,Small,0.85,1
Cosmetics Packaging,5.42,Aluminum,Recyclable,3,Small,0.7,1
Cosmetics Packaging,19.25,Paper,Recyclable,5,Medium,0.95,2
Cosmetics Packaging,4.97,Biodegradable Plastic,Biodegradable,3,Small,0.9,1
Cosmetics Packaging,19.34,Glass,Recyclable,2,Large,1,1
Cosmetics Packaging,201.39,Recycled Cardboard,Recyclable,17,Large,0.8,10
Cosmetics Packaging,19.51,Biodegradable Plastic,Biodegradable,8,Medium,1,2
Cosmetics Packaging,10.38,Aluminum,Recyclable,1,Large,1,0.5
Cosmetics Packaging,8.98,Paper,Recyclable,1,Medium,0.95,1
Cosmetics Packaging,98.9,Aluminum,Recyclable,21,Medium,0.95,10
Cosmetics Packaging,11.86,Biodegradable Plastic,Biodegradable,6,Small,0.95,2
Cosmetics Packaging,8.66,Aluminum,Recyclable,5,Medium,0.9,1
Cosmetics Packaging,4.3,Paper,Recyclable,1,Small,0.95,0.5
Cosmetics Packaging,198.75,Paper,Recyclable,69,Medium,1,20
Cosmetics Packaging,9.69,Glass,Recyclable,1,Large,1,0.5
Cosmetics Packaging,24.42,Aluminum,Recyclable,19,Small,0.95,5
Cosmetics Packaging,11.01,Aluminum,Recyclable,3,Small,0.85,2
Cosmetics Packaging,51.45,Paper,Recyclable,43,Small,0.9,10
Cosmetics Packaging,98.48,Paper,Recyclable,22,Large,0.9,5
Cosmetics Packaging,3.82,Glass,Recyclable,1,Medium,1,0.5
Cosmetics Packaging,398.35,Biodegradable Plastic,Biodegradable,86,Large,0.85,20
Cosmetics Packaging,8.49,Recycled Cardboard,Recyclable,4,Medium,0.95,1
Cosmetics Packaging,40.28,Recycled Cardboard,Recyclable,6,Large,0.7,2
Cosmetics Packaging,9.26,Recycled Cardboard,Recyclable,5,Medium,0.95,1
Cosmetics Packaging,9.7,Biodegradable Foam,Biodegradable,5,Small,0.7,2
Cosmetics Packaging,50.12,Paper,Recyclable,18,Medium,0.7,5
Cosmetics Packaging,49.54,Paper,Recyclable,24,Small,0.8,10
Cosmetics Packaging,200.69,Aluminum,Recyclable,21,Medium,1,20
Cosmetics Packaging,40,Paper,Recyclable,5,Large,0.85,2
Cosmetics Packaging,101.09,Glass,Recyclable,15,Medium,0.85,10
Cosmetics Packaging,201.19,Glass,Recyclable,43,Large,0.9,10
Cosmetics Packaging,99.7,Recycled Cardboard,Recyclable,64,Small,0.9,20
Cosmetics Packaging,38.63,Paper,Recyclable,5,Large,0.7,2
Cosmetics Packaging,50.71,Aluminum,Recyclable,19,Small,1,10
Cosmetics Packaging,10.69,Recycled Cardboard,Recyclable,2,Medium,0.9,1
Cosmetics Packaging,20.59,Recycled Cardboard,Recyclable,5,Medium,0.7,2
Cosmetics Packaging,49.15,Paper,Recyclable,20,Small,0.7,10
Cosmetics Packaging,38.55,Recycled Cardboard,Recyclable,6,Large,0.85,2
Cosmetics Packaging,398.54,Recycled Cardboard,Recyclable,55,Large,0.95,20
Cosmetics Packaging,100.72,Paper,Recyclable,31,Medium,0.9,10
Cosmetics Packaging,50.54,Glass,Recyclable,41,Small,0.85,10
Cosmetics Packaging,3,Paper,Recyclable,1,Medium,1,0.5
Cosmetics Packaging,11.51,Biodegradable Plastic,Biodegradable,4,Small,0.85,2
Cosmetics Packaging,98.05,Recycled Cardboard,Recyclable,78,Small,0.8,20
Cosmetics Packaging,9,Paper,Recyclable,2,Medium,0.9,1
Cosmetics Packaging,98.25,Biodegradable Foam,Biodegradable,27,Medium,0.95,10
Cosmetics Packaging,8.75,Paper,Recyclable,6,Small,0.7,2
Cosmetics Packaging,100.44,Paper,Recyclable,7,Large,0.95,5
Cosmetics Packaging,48.23,Recycled Cardboard,Recyclable,20,Medium,0.7,5
Cosmetics Packaging,50.64,Paper,Recyclable,20,Small,0.9,10
Cosmetics Packaging,399.71,Recycled Cardboard,Recyclable,22,Large,0.95,20
Cosmetics Packaging,39.36,Biodegradable Foam,Biodegradable,5,Large,0.8,2
Cosmetics Packaging,401,Biodegradable Foam,Biodegradable,95,Large,0.7,20
Cosmetics Packaging,100.52,Recycled Cardboard,Recyclable,16,Large,0.7,5
Cosmetics Packaging,3.06,Biodegradable Foam,Biodegradable,1,Small,0.9,0.5
